Chr	start	end	direction	gene_id
15	1300000	1350000	Urban	ACLI19_g68361
15	1300000	1350000	Urban	ACLI19_g68362
13	14300000	14350000	Urban	ACLI19_g60140
13	14300000	14350000	Urban	ACLI19_g60141
13	14300000	14350000	Urban	ACLI19_g60143
13	14300000	14350000	Urban	ACLI19_g60142
13	14300000	14350000	Urban	ACLI19_g60144
4	29500000	29550000	Urban	ACLI19_g17511
4	29500000	29550000	Urban	ACLI19_g17512
4	29500000	29550000	Urban	ACLI19_g17513
2	46650000	46700000	Urban	ACLI19_g9217
2	46650000	46700000	Urban	ACLI19_g9218
2	46650000	46700000	Urban	ACLI19_g9219
2	46650000	46700000	Urban	ACLI19_g9220
2	46650000	46700000	Urban	ACLI19_g9221
2	46650000	46700000	Urban	ACLI19_g9222
2	46650000	46700000	Urban	ACLI19_g9216
12	60700000	60750000	Urban	ACLI19_g58438
12	60700000	60750000	Urban	ACLI19_g58439
12	60700000	60750000	Urban	ACLI19_g58440
12	60700000	60750000	Urban	ACLI19_g58441
12	60700000	60750000	Urban	ACLI19_g58437
5	56100000	56150000	Urban	ACLI19_g23861
5	56100000	56150000	Urban	ACLI19_g23862
5	56100000	56150000	Urban	ACLI19_g23863
5	56100000	56150000	Urban	ACLI19_g23864
5	56100000	56150000	Urban	ACLI19_g23865
5	56100000	56150000	Urban	ACLI19_g23866
5	56100000	56150000	Urban	ACLI19_g23867
5	56100000	56150000	Urban	ACLI19_g23868
5	56650000	56700000	Urban	ACLI19_g23934
5	56650000	56700000	Urban	ACLI19_g23935
5	56650000	56700000	Urban	ACLI19_g23936
5	56650000	56700000	Urban	ACLI19_g23937
5	56650000	56700000	Urban	ACLI19_g23933
11	19550000	19600000	Urban	ACLI19_g51605
11	19550000	19600000	Urban	ACLI19_g51606
11	19550000	19600000	Urban	ACLI19_g51607
10	4500000	4550000	Urban	ACLI19_g45740
10	4500000	4550000	Urban	ACLI19_g45741
10	4500000	4550000	Urban	ACLI19_g45739
5	54350000	54400000	Urban	ACLI19_g23669
5	54350000	54400000	Urban	ACLI19_g23670
5	54350000	54400000	Urban	ACLI19_g23671
5	54350000	54400000	Urban	ACLI19_g23673
5	54350000	54400000	Urban	ACLI19_g23674
5	54350000	54400000	Urban	ACLI19_g23672
5	3050000	3100000	Urban	ACLI19_g19338
5	3050000	3100000	Urban	ACLI19_g19339
5	3050000	3100000	Urban	ACLI19_g19340
5	3050000	3100000	Urban	ACLI19_g19342
5	3050000	3100000	Urban	ACLI19_g19343
5	3050000	3100000	Urban	ACLI19_g19344
5	3050000	3100000	Urban	ACLI19_g19341
5	3050000	3100000	Urban	ACLI19_g19345
6	5150000	5200000	Urban	ACLI19_g24845
6	5150000	5200000	Urban	ACLI19_g24846
6	5150000	5200000	Urban	ACLI19_g24848
6	5150000	5200000	Urban	ACLI19_g24849
6	5150000	5200000	Urban	ACLI19_g24851
6	5150000	5200000	Urban	ACLI19_g24847
6	5150000	5200000	Urban	ACLI19_g24850
11	54950000	55000000	Urban	ACLI19_g53640
11	54950000	55000000	Urban	ACLI19_g53641
11	54950000	55000000	Urban	ACLI19_g53642
11	54950000	55000000	Urban	ACLI19_g53643
